Beitbridge,Beitbridge,-22.20961465,29.98999345,13759.5,Zimbabwe,ZW,ZWE,Matabeleland South
Gwanda,Gwanda,-20.93961465,29.01000159,8252.5,Zimbabwe,ZW,ZWE,Matabeleland South
Chiredzi,Chiredzi,-21.04958209,31.66002071,17816.5,Zimbabwe,ZW,ZWE,Masvingo
Masvingo,Masvingo,-20.05961668,30.8200203,76300.5,Zimbabwe,ZW,ZWE,Masvingo
Karoi,Karoi,-16.81955605,29.67998653,13194,Zimbabwe,ZW,ZWE,Mashonaland West
Chinhoyi,Chinhoyi,-17.35962645,30.18000769,52812,Zimbabwe,ZW,ZWE,Mashonaland West
Kariba,Kariba,-16.52959959,28.80004024,23133.5,Zimbabwe,ZW,ZWE,Mashonaland West
Hwange,Hwange,-18.37000405,26.50002559,33599.5,Zimbabwe,ZW,ZWE,Matabeleland North
Gweru,Gweru,-19.45004148,29.82002966,164715.5,Zimbabwe,ZW,ZWE,Midlands
Mutare,Mutare,-18.97001911,32.6500378,216785,Zimbabwe,ZW,ZWE,Manicaland
Kadoma,Kadoma,-18.33000649,29.90994665,56400,Zimbabwe,ZW,ZWE,Mashonaland West
Chitungwiza,Chitungwiza,-18.00000079,31.10000321,331071,Zimbabwe,ZW,ZWE,Harare
Harare,Harare,-17.81778969,31.04470943,1557406.5,Zimbabwe,ZW,ZWE,Harare
Bulawayo,Bulawayo,-20.16999754,28.58000199,697096,Zimbabwe,ZW,ZWE,Bulawayo
